,start_time,end_time,Egyptian_Text
246,453.797,456.458,انما عندك هنا في هناك صحاب وبيلعبوا معك صح
247,463.279,471.068,كنت بتكلمنا عن اه كره القدم انها لعبه محتاجه ذكاء ومحتاجه مهاره ومحتاجه تخطيط ج ج كويس جدا
248,472.369,474.308,صح اه احكي لي كذا
249,509.059,522.19,طيب من وجهه نظرك كيوسف يعني انت مثلا حابب او انت شايف مثلا لما لما ال اه ال لما مثلا الفريق الكره بيكسب هل دا من المدرب واللا من اللاعبين واللا من الاثنين مع بعض
250,549.289,553.059,طيب واه وعموما طيب انت عندك مدرب واللا بتلعب مع نفسك
251,572.48,578.139,طيب كويس طيب والفتره القبل كورونا قبل لما كنت في المدرسه كنت مثلا بتاخذ العاب رياضه صح
252,578.57,579.579,فمثلا بتلعبوا هناك
253,605.72,607.028,كسبتها قبل كذا يا يوسف
254,611.807,618.158,اه ما كنتش ب بس عموما المدرسه بتاعتك كانت بتشارك كنت بتشاركوا مثلا فصل مع فصل واللا مدرسه مع مدرسه
255,631.278,633.396,طيب انت حابب لما تكبر تكون ايه
256,648.288,649.24,فين ده للوقت
257,651.228,654.819,سن يعني تلعب سنتين لما تكبر واللا حاليا
258,663.199,668.619,تلعب رياضه البوكس او بتحبهااو كراتيه او كونغ فو او الحاجات دي
259,672.62,674.62,لعبتهم ولا بتحبها بس كذا
260,679.819,681.406,بس ما غيرتش تلعب الكاراتيه
261,686.221,688.537,م طيب بتحب الكونغ فو
262,694.519,704.319,طيب طيب في الرياضه عموما ب بت كان اول مثلا ما بدات تلعب بدات تلعب علي طول بكره قدم ولا بدات تجري الاول ولا بدات تعمل ايه
263,705.589,706.839,السباحه مثلا
264,720.528,721.27,بسن
265,743.839,747.247,طيب كويس طيب بتحب طبعا السباحه وبتحب ايه ثاني
266,758.989,759.816,برافو عليك
267,761.807,768.877,طيب في الشتاء او في الصيف يعني عموما بتحب تلعب برياضه معينه في الشتاء وبتحب تلعب رياضه معينه في الصيف واللا
268,790.127,791.439,بالضبط برافوعليك
269,793.458,800.409,طيب في التمارين عموما بتاخذ مثلا نص اليوم او ساعه واللا بتاخذ كم في اليوم يعني عامل حسابك كم في التمرين كل يوم
270,801.137,803.709,واللا ثلاث ايام في الاسبوع مثلا واللا نظام ايه
271,811.069,811.689,تمام
272,817.789,819.579,بتلعب في النادي بس مش بتلعب في البيت
273,820.159,821.991,او برا البيت عموما
274,835.339,837.579,طيب حد بيلعب كمان معاك رياضه
275,846.348,851.5,طيب اه عرفت ب عرفت اصحابك مثلا من النادي واللا من المدرسه
276,862.308,865.9,طيب كويس كلهم بيلعبوا معاك برضو بكره قدم والالعاب دي
277,877.639,879.489,طيب كويس طيب وانت بتحب
278,880.459,881.139,اي خط
279,891.589,894.069,طيب كويس بس ما جربتش تبقي حارس مرمي مثلا
280,906.357,910.911,كويس انما ده الوقت انت ده الوقت انت عايز تبقي في خط الهجوم صح كذا
281,915.589,917.589,طييب مين من صحابك في خط الهجوم
282,930.108,932.618,طيب صحابك مصريين واللا اردنيين
283,944.208,948.159,من كل الجنسيات يعني م نادر تلاقي حد مصري زيك صح
284,953.418,960.699,ان شاء الله انت في المدرسه من صغرك صح ما غيرتش مدرسه يعني مثلا مدرسه بتاعت الصف الاول هي هي بتاعت الصف السادس صح
285,974.419,976.6,اه انت كذا كذا شغلك كله اون لاين صح
286,979.038,985.539,طيب في في المدرسه في ماده الرياضه عندكو ماده رياضه ولا كنتوا بس بتاخذوها كبريك بس في نص اليوم
287,995.72,1000.179,تمام وبتكون فيها ماده سقوط ونجاح وكذا ولا بتبقي عاديه
288,1010.058,1012.78,طيب كويس وده من صف اول صح
289,1022.149,1026.848,ايوه بس الفكره ان انت بتاخذها من صف اول وبتضاف للمجموع من صف اول
290,1030.398,1032.159,تمام فرصه سعيده جدا يا يوسف
291,1036.338,1038.879,خلاص تمام ماشي في رعايه الله
292,1040.659,4.599,مع السلامه السلام عليكم
293,8.778,12.26,الحمد لله
294,16.399,17.079,اه اه
295,20.509,23.26,الحمد لله كويس كنت مشغول بس في مذاكره
296,27.889,30.939,انا دي الوقت صف سادس وداخل سابع ان شاء الله السنه الجايه
297,36.83,44.02,همه لسه ما قالوش يعني علي شان كورونا و واحتماليه ان نحن نكمل بقي اونلاين واللا هنروح لسه ما قالوش هنبدا ايمتي
298,49.909,50.529,اه
299,55.068,67.15,اه بس هو اول فتره ظهور في كورونا السنه ال فاتت سنه الفين وعشرين شهر اربعه خمسه كدا يا دوب بس كنا بنروح كم يوم ونرجع وبعدها طلعوا قرار ممنوع اي احد يطلع من بيته اساسا
300,76.55,78.61,انا برايي ان نحن لما نروح المدرسه
301,81.27,82.779,لاننا لما نروح المدرسه
302,83.224,104.83,انا مر يعني اح جو ال جو اني في طلبه ح حوليا يعني الجو ده بساعدني علي التركيز اكثر وبعدين في الحصه نفسها والمس وهي بتقول او بتشرح انا بتضطر افهم ساعتها الاونلاين ممكن تجي لي رساله الواجب اقول خلاص هالعب شويه وبعدين هعملها اما انا في المدرسه انا في المدرسه لازم اعملها علي شان كدا ممكن يحصل تراكم واجبات
303,109.189,110.707,لا الحمد لله ماشي معه
304,122.868,127.723,انا بدرس في العربي يعني كل درس درس هيجي لك فيه قصه
305,128.149,135.82,المعاني القاعده ويعني كل درس له قعده وبعدين هيجب لك انشوده او قصيده تحفظي الشعر وابيات الانشوده و
306,136.429,141.13,وتمرينات طبعا عن القاعده عن الدرس نفسه عن المعاني كدا يعني
307,146.149,149.868,طبعا احمد شوقي وايليا ابو ماضي وابو قسام الشابي ودول كلهم
308,154.58,159.728,اكثر حاجه اساسا بناخدها ما بناهدش اكثر من قصائد شعر احمد شوقي
309,163.608,168.22,عندي كانت النمله تمشي وعندي له قصائد كثير جدا يعني
310,169.13,171.186,سواء السنه دي
311,176.99,179.227,لا دي الوقت الصراحه ما فيش في دماغي حاجه
312,182.539,183.039,نعم
313,186.11,188.08,اه ح امتحنت الحمد لله
314,193.94,197.285,اه احنا عندنا ماده انكليزي وماده عربي يعني
315,197.779,199.449,بس مش فاهم السؤال كويس
316,208.429,211.72,انا بدرسها عربي واختي شاديه بتدرسها انجليزي
317,216.169,218.228,لا احنا الاثنين في نفس المدرسه
318,220.669,231.279,بس هو لما انا كنت في سنها كدا في صف رابع كنت باخد المناهج بالعربي هي لما جاءت بقت بتاخدها بالانجليزي فهو كل كل سنه بغيروا المناهج
319,238.039,240.489,ان شاء الله هحاول اتعلم لغات ثانيه بقي في الاجازه
320,246.138,249.639,اه ممكن اتعلم فرنساوي ايطالي صيني
321,254.803,259.778,الصراحه شويه لانه معظم المنتجات الموجوده في السوق كلها صيني
322,296.299,299.926,اللغات بتساعد علي تنميه العقل وبتخليه اذكي
323,317.027,328.659,في ناس بتعطل بتعطل يعني شغل وسكن وحياه اسقلالهم في اوروبا علي شان مش عارفين يتكلموا اللغه دي اما لو الواحد مذاكرها مش هيخاف من اي حاجه اه مثلا
324,329.299,330.513,هو اساسا اللغات
325,330.919,337.06,اهم حاجه يعني لما تجي تقدم في اي وظيفه هيقول لك انت عارف تقرا انكليزي كدا يعني
326,352.758,360.909,اه بدرس رياضيات وعلوم طبعا الرياضه والحاسوب دي عاوزه عملي في اه ما عادتش موجوده في الجدول
327,362.418,368.89,فالرياضيات والعلوم وعربي وانكليزي ودين وجغرافيا وتاريخ وتربيه وطنيه
328,369.503,378.519,اه القران ما بدهو يعني ما بدوهش لنا اونلاين اما احنا لما احنا كنا في المدرسه كانوا بدونا قران ربع ساعه بنحفظ فيها مجموعه سور
329,386.269,386.828,يعني
330,388.669,389.44,هو احنا
331,390.289,403.75,بنحفظ قران كدا كدا يعني في ماده الدين ماده الدين هتلاقي فيها دروس كثيره عن القران اما لما كانوا بحفظوهنا قران في المدرسه يعني ممكن عن سوره الجن اه سوره النبا السور دي كلها
332,412.445,415.929,يعني بديك كل حاجه عن الدين حتاخدي احاديث
333,416.419,419.44,اه قصص هتاخدي هتعرفي عن الصحابه
334,427.01,428.407,اه طبعا اكيد
335,443.929,453.188,ماشي في حديث عن الرسول كان بيحكي ان نحن لما نصحاب واحد نصاحب واحد كويس لاننا لما نصاحب واحد كوي بصي هو موضوع زي الفاكهه
336,453.588,467.408,لو انت مثلا عندك مجموعه برتقال وعندك برتقاله فيها عفن بس يعني وسبتيها بعد اسبوع هتلاقي كل البرتقال جاء له عفن فالموضوع زي كدا لما نصاحب واحد كويس هي هيهدينا الطريق الصح يعني
337,479.78,480.789,و اه
338,481.908,486.639,اه المؤمن للمؤمن كالبنيان يشد بعضه بعضا
339,489.71,491.52,كنا بناخد عنها درس
340,491.929,493.269,وايه كمان معاها
341,493.7,496.658,علي ان الجنود لما جاءوا في سبيل الله
342,497.57,499.629,بيوقفوا جنب بعض لما يكونوا صف واحد
343,500.389,506.438,العدو ما بيخاف يجي اساسا لناحيه البلد لانهم جنب بعض واقفين كتف كتف
344,518.115,522.938,بعد الحاجات دي كلها ولسا بيعلمونا دي الوقت عن ب يعني كل السنه
345,523.668,526.718,هي هو هو هو نفس الدرس بس بشكل اعمق
346,541.336,557.438,بالانكليزي قواعد انكليزي بيدونا قصص انكليزي الحاجات دي كلها يعني وبيدونا كمان ونحن معاني بيدونا معاني كثير لكل درس كل قصه بيدوها لنا بكون لها معاني ولها وكل درس يعرفون عن شخصيه معروفه او عن تقاليد
347,564.198,570.039,طيب في شاعر شاعر اشاعر بيعمل شعر ومصري يعني اسمه خليل جبران
348,572.808,573.46,عرفاه
349,576.168,581.199,اه اخدنا عنه وعرفنا انه تولد في لبنان يعني وادونا قصه عنه
350,585.319,586.63,اسمه خليل جيران
351,590.569,593.138,لا هو خليل جبران خليل جبران
352,596.178,601.807,عاش في لبنان و اه نص عمره ونص الثاني قضاه في امريكا وتعلم في امريكا
353,602.21,610.15,وما كانش دخل اي مدرسه وكانت عائلته يعني دي ديانتها ماسونيه وكانوا بجوا له الكهنه هم اللي يعلموه
354,611.269,612.13,وكذا يعني
355,618.468,622.209,هم قالوا لنا اللي في امريكا بس فا مش قالوا لنا بالضبط اني امريكا يعني
356,631.159,632.769,بيدونا عن صحابه
357,636.228,656.769,يعني مثلا انس بن مالك اه عمر بن الخطاب ابي بكر الصديق وكمان ماده التاريخ بتحكيلنا تاريخ الدوله الاسلاميه من الاول للاخر الفتوحات بعهد الخليفه عمر بن الخطاب اه في عهد ابي بكر وببعرفونا اسماء المعارك وايمتي حصلت ومين الاطراف المتحاربه وقاد والقائد من الطرف ذا ومن الطرف ذا ويعني وكذا
358,662.39,663.038,طبعا
359,666.408,675.308,ابو بكر الصديق رضي الله عنه وبعده عمر بن الخطاب رضي الله عنه وبعده عثمان بن عفان رضي الله عنه وبعديه علي بن ابي طالب رضي الله عنه
360,682.88,685.87,الفاروق لانه كان بفرق بين الحق والباطل
361,689.9,694.387,عثمان بن عفان كان ملقب بذو ان النورين وذو الهجرتين
362,698.659,702.038,اه لانه تجوز بن اه بنتين الرسول صلي الله عليه وسلم
363,706.939,709.9,لانه هاجر مع الرسول صلي الله عليه وسلم للحبشه للمدينه
364,717.108,722.799,اه لانهم عندنا في المدرسه بشددوا علي كل حاجه يعني المعلومات كل شوي بديك الاختبار عن الدرس
365,723.409,724.959,بشددوا عن التعليم يعني
366,742.879,745.12,اه همم طبعا كلهم
367,745.64,749.108,كان نفسنا كلنا يعني نقعد معاهم او حتي نشوفهم
368,752.829,757.598,اه كلهم يعني اه نفسي اه كنت اشوفهم وعلي الاقل يعني لو دقيقه
369,771.828,785.23,طبعا يعني في وحده كامله بتتكلم عن ال اه اه غزواته وازاي نشر دين الاسلام مثلا في شبه الجزيره العربيه في بلاد الشام ازاي غلب الفرس دول اه الحاجات ذي كلها مناخذها
370,795.53,797.079,لا لسا انا باخذ احكامه
371,800.209,807.549,اخذت الادغام بغنه ومن غير غنه اه الاظهار الشفوي والاخفاء واه يعني معظم الاحكام
372,816.019,817.089,اه اخذتها
373,822.019,828.01,همم اه انا عارف ايا هي وهحاول كذا اجمعها اه قلقله هي ارتداد حرف بقوه
374,828.589,831.939,فا تقريبا حروفها بتتجمع في كلمه قطب جد صح
375,844.549,845.558,افتكر ايه
376,848.929,851.889,اه ولقد ولقد خلقنا ال
377,854.118,855.308,انت صوتك بيقطع
378,866.66,869.345,اه ولقد القاف والدال
379,872.9,876.548,اه ولقد خل خلقنا والقاف برضه
380,878.509,879.099,ذول
381,879.858,882.25,قد في كلمه قطب جدر بتجمعوا
382,886.79,887.858,في العربي
383,891.199,894.28,اه اه طبعا اه ال الالف والواو والياء
384,900.65,902.439,نعم
385,905.388,907.15,اه الصراحه مش فاكرها قوي
386,923.929,937.419,اكيد ذا مناخذه من فصل اول وثاني والشده الحاجات دي كلها الاساسيات حروف المد والحاجات دي كلها ناخذها في التاسيسات يعني صف رابع تاسيس وثاني كمان تاسيس وثالث كل من من رابع وتحت تاسيس
387,943.13,949.388,طبعا اول حاجه المفروض هتعرفي اسمه فعل واخذت قواعد المفعول به والمفعول لاجله
388,955.79,958.329,اه اخذت الاعراب من اول صف رابع
389,962.99,964.478,اه اعرف اعرب الجمل
390,971.51,976.54,طيب ماشي هقول لك جمله مكونه من فعل وفاعل ومفعول به اللي هي لعب الولد الكره
391,979.819,981.189,اه ونحن كمان بناخذ
392,981.618,983.348,فعل المعتل والفعل الصحيح
393,983.748,987.4,والمجرد ودول يعني في اه
394,988.49,989.829,ايوه المجرد والمزيد
395,994.609,1000.51,لعب لعب دي فعل الولد فاعل اه ال الكره
396,1005.019,1007.05,اه
397,1008.919,1012.029,فعل ماضي مبني علي الفتحه الضاهره علي اخره
398,1018.189,1020.219,اه لعب الولد الكره
399,1023.529,1031.019,الولد دي فاعل اه مرفوع وعلامه رفعه الضمه الضاهره علي اخره الكره مفعول به منصوب وعلامه نصبه الفتحه الضاهره علي اخره
400,1037.208,1038.128,واه
401,1038.708,1042.72,وال اه والصحيح والس ودول يعني الصحيح والسالم
402,1043.358,1044.128,وال اه م
403,1049.629,1051.659,علامات الجر اللي هي حروف الجر قصدك صح
404,1054.73,1058.95,اه من الي عن علي في بي اه دول
405,1059.708,1060.989,والكاف كمان
406,1075.879,1078.81,هو بصراحه الانكليزي ممكن يوقف معاي شويه
407,1082.899,1091.618,بصي هو انا بحب المواد اللي فيها فهم الشفد يعني الحفظ ممكن تلاقي عندي مشكله فيه شويه يعني ما بحفظشي كويس قوي يعني المهم ان انا افهم
408,1092.048,1096.868,يعني مثلا التاريخ عاوز حسبه ده كله فا ممكن يتعبني شويه في المذاكره
409,1155.17,1159.48,اه هو عموما العلم نور طيب انا هقفل معاكي بقي علي شان اذاكر لامتحان بكره
410,1162.639,18.129,مع السلامه اهلا بحضرتك و انا سعيده جدا اني موجوده معكم النهار دا
411,45.5,60.819,جميل جدا قبل اي حاجه حابه اتكلم معاك عن الدراسه و اهميتها وبعدين ندخل اه في التعليم عن بعد اللي هو ظهر بفتره اه ظهر بشكل كبير جدا في فتره الاخيره بسبب فايروس كورونا
412,69.379,86.349,تمام جميل جدا اه قبل اي حاجه لازم نعرف ان الدراسه و التعليم عامه اه شيء مهم جدا في حياه كل انسان كبير او صغير اه لان الدراسه هي اللي حتوصل بالمجتمع ان يكون مجتمع متحضر مجتمع مثقف و
413,87.05,94.481,اه تخلي انسان يكون اه م فكرو اه م
414,108.29,113.5,اكيد طبعا اه لا يمكن ان احنا نوصل الي عالم جديد من دون تعلم
415,113.93,115.269,لان الدراسه
416,116.414,129.383,بتعرف الشخص الشخص بثقافات متعدده من خلالها بيعرف ايدلوجيات اه تمكنه من التعرف الي كبار العلماء و يي يعرف اه فلسفات بي يري
417,146.63,148.373,سؤالك جميل جدا خلينا
418,148.841,163.418,بشكل مبسط اهي طبعا يعني اكيد بي اه تطور الحا المهارات الحياتيه و بتخلي الشخص انه هو قادر علي المجادله انه هو يقدر يتكلم في المواقف الرسميه والمواقف الغير رسميه
419,164.72,165.55,جميل
420,170.869,174.85,اي و يستطيع انه هو يتكلم في ثقافات عديده
421,201.949,222.915,تمام جميل جدا السؤال اه طبعا ان الطفل بيتعلم عديد من المهارات الي جانب التعليم اللي هو بيسمي التعليم المعرفي انه هو زي الرسم و التلوين و انه هو اه يكون عنده القدره انه هو زي ما قلتلك اه عارف الزي يتعامل في المواقف بشكل صح او غلط
422,246.679,257.738,خليني اقولك اه حاجه مهمه برضه ان الاسره و المدرسه التنين مع بعض بيلعبوا دور مهم جدا و دور متكامل في انه هم يشكلوا عقليه الطفل
423,259.13,264.01,بحيث انه هو يستطيع اه يتعلم بشكل صحيح
424,267.14,281.739,و ايضا زي ما بقولك حضرتك انه هم يستخدموا اساليب اه حديثه و اساليب مبسطه للطفل بحيث انها توصله المعلومه و الزي تفهمه ان العلم دا مهم جدا و ما فيش غني عنه بحياه الفرد
425,308.51,309.7,جميل جدا
426,310.339,316.72,اه نبدا بمصطلح العلوم الحياتيه الاول و بعدين نشوف اهميه دراستها و الزي هي مهمه
427,317.419,331.629,العلوم الحياتيه بشكل مبسط جدا هو بيطلق علي العلوم اللي اكتشفها الانسان من خلال تجاربه يعني ايه في موقف اتحط فيه معين عرف ازاي يتصرف معاه فاهذا يسمي علوم حياتيه
428,332.268,338.199,زي علوم الفيزياء وعلوم الكيمياء والجيولوجيا والاحياء وكل العلوم هذه
429,346.938,359.379,حلوه جدا العلوم الحياتيه اول حاجه انها بتسهل حياه الانسان وتخليه يوصل للمعلومات بشكل سهل وبشكل سريع كمان وان هي تنتقل من شخص الي اخر
430,360.318,364.958,وبردوه من خلالها ان الانسان عرف يكتشف العلاجات واللقاحات
431,365.449,375.159,ايه للامراض وايه وتفسير كل شيء يتعلق بالامراض وتفسير كل شيء غير واضح وطبعا ليها اهميات ثانيه كثيره جدا
432,399.439,409.119,اه جميل جدا السؤال هذا و اه كثير من الناس بتتجاهل النقطه هذه وما بتتكلمش فيها فانا حابه اشكرك طبعا انك اه فتحت المجال للنقطه هذه
433,410.479,429.399,ايه التعليم الذاتي مهم جدا جدا جدا للانسان لان هو بيقلل من المشاكل اه ما يخليش فيه مشاكل  ويخلي الانسان عنده ثقه بنفسه اه ويستطيع انه هو يتحدث اه زي ما قلتلك قبل كده اه بكل ثقه ايه في اي موقف
434,467.6,477.428,ايه جميل جدا طبعا زي ما قلت فتره الكورونا  هي جاءت فتره مفاجئه علي الناس كلها واه التعليم وقف فيها فتره للاسف
435,478.729,479.828,فا اضطرت
436,480.528,490.749,مو ال العالم كله انه هو يلجا للتعليم عن بعد طبعا في مشكل كثيره واجهتنا في البدايه ومازالت بتواجهنا بس بقت بنسبه اقل هذ الوقت
437,491.779,499.899,يعني التعليم عن بعد هذا الوقت بقي منتشر جدا واصبح سهل جدا للتواصل بين الطلاب والمعلمين بشكل سريع
438,515.807,530.859,جميل جدا اه شوفي يعني هذا الوقت في وسائل متعدده مستخدمه جدا اه زي استخدام البريد الاكتروني اه واستخدام اجهزه التسجيل وايه الوسائل المرئيه والفيديوهات
439,532.609,553.33,والهواتف المحموله اه المزوده بالانترنت والكلام هذا كله كل دوت موجود تقريبا في كل اسره ما فيش بيت مافيهوش تلفون مافيهوش لابتوب مافيهوش الكلام هذا الكلام كله اللي بيخلي اني في سهوله واه تواصل سريع اه في التعليم مابين المدرس والطالب
440,608.929,610.509,اه كلام جميل جدا
441,611.094,613.089,انا مبسوطه انك فتحت الموضع هذا
442,613.7,623.919,ايه وحنتكلم في الوضوع هذا انا وانت واه  انا حقلك العيوب اللي واجهتني وانت بردوه تكلميني عن العيوب اللي واجهتك في ال اه التعليم الاون لاين
443,624.858,632.229,يعني اول حاجه من العيوب اللي موجوده اه واجهتني في بيتي مع اولادي اني اه مم
444,632.779,648.01,ما فيش اتصال اه مم بين الطالب و المدرس بشكل مباشر يعني بمعني اصح ما فيش تفاعل بين الطالب والمدرس اه في الفصل حتلاقي ان التفاعل ان المستر او الاستاذ اه مم
445,648.558,660.099,عارف يتواصل الزاي بشكل مباشر مع الطالب ان هو يشجعه لو جاوب اجابه صح بتشجيع سواء معنوي او مادي طبعا كل دا في الانترنت ما بقاش موجود
446,660.799,661.75,للاسف
447,690.558,699.488,تمام جدا معك بس اه لما مثلا ال اه المدرس اه يسال الطالب سؤال و الطالب يجاوب عليه جميل
448,704.03,706.9,لو جاوب الاجابه بطريقه صحيحه
449,707.39,724.689,حتي لو المدرس اه قال له ان جاوبت و برافه عليك و الكلام دا كله برضه لما يكون في تشجيع معنوي من قبل زملائه ان هم يشجعوا يصفقوا له في الفصل المستر يدي له هديه بسيطه كل دا بياثر بشكل اكبر بكثير من ال اه الانترنت
450,732.92,740.049,اه قبل ما ننتقل للمميزات حابه برضه اقول لك علي عيوب ثانيه واجهتني ان برضه في مشاكل في الانترنت
451,740.569,751.509,اه مم مش ال الانترنت في مصر هنا عندنا مش احلا حاجه للاسف ف اه بيحصل اني يعني اه بيكون في بطئ في الشبكه
452,752.03,753.819,و نادر للمدرس و الطالب
453,754.728,776.47,و المشاكل كثيره من النوع دا حاجه ثانيه برضه حابه اكلمك عليها انه بيحصل حالات غش كثيره جدا يعني طلاب لاسف حتلاقي معظمهم حابين الطريقه الاون لاين بسبب انه لما بيكون في امتحان مفاجئ اه هو حيعرف يغش يفتح الكتاب و يتصرف الكلام دا كله برضه دي من العيوب اللي اه للاسف
454,777.14,789.848,موجوده في الاون لاين بطريقه و بشكل كبير جدا و خلت التعليم ايه ما بقاش زي الاول ما بقاش في مصداقيه ما بقاش الطالب بيذاكر مذاكره جديه
455,824.209,831.728,تمام ه اه ننتقل دي الوقت ان نحن نتكلم عن المميزات زي ما كل حاجه لها عيوب برضه لها مميزات
456,832.368,835.179,اه المميزات اللي انا
457,835.64,841.179,شفتها اني بخلي الطالب يحس بالمسؤوليه اكثر و ان هو
458,841.848,848.978,اه يحس ان هو مسؤول عن نفسه انه هو هو اللي حيبحث عن المعلومه عن ال الانترنت او هو اللي حيتواصل مع المدرس
459,849.47,859.209,اه ف دا يخلي عنده ثقه في نفسه ثاني حاجه انه هو برضه يوفرال ال المال يوفر الفلوس من ناحيه انه طلبه كثيره جدا
460,859.609,864.13,اه بتكون حابه تاخذ منح تعليميه او تحصل كورسات
461,864.589,871.569,اه بمبالغ اصلا هي في الواقع بمبالغ كبيره جدا لكن عن طريق الاون لاين اه م
462,872.118,874.63,وفرت ال الفلوس من الجهه دي
463,908.93,939.519,حلوه جدا اللي انت قلتيه دا فعلا يعني اه م الطالب اه لو في جزئيه مش مفهومه بالنسبه له في الشرح يقدر انه يعيدها اكثر من مره اه و يستفيد بشكل اكبر اه لان دا في ارض الواقع مش موجود يعني اه مم ممكن الطالب اه اه في الواقع يخجل من انه يقول للمدرس انه يعيد الجزئيه ذي اكثر من مره في التعليم الاون لاين اه مافيهوش المشكله دي بتواجه الطالب
464,974.718,979.328,مضبوط كلامك و انه كمان الطالب يستطيع انه هو يختار اي وقت
465,979.759,989.948,اه للدراسه الاونلاين الوقت اللي يناسبه اه يقدر ياخد او المنحه اللي هو اه مم حابب انه هو ياخذها
466,1041.468,1058.708,مزبوط جدا كلامك طبعا يعني التعليم انا من وجهه نظري مش مقصور فقط علي ال علي ارض الواقع انه الطالب بيروح لمكان الكورس او مكان الجامعه علي شان يقدر يتعلم بالعكس الاونلاين سهل علينا حاجات كثيره جدا في نقطه التعليم
467,1059.589,1080.759,و زي ما قلنا ان التعليم شيء مهم جدا جدا جدا اه انه ما يستغناش عن التعليم ابدا في حياته و التعليم مش مقصور فقط علي الدراسه و الجامعه و الكلام ده كله لا انه هو يتعلم حرفه جديده يتعلم اه كل يوم حاجه جديده و يقرا في ثقافات اه
468,1081.249,1085.798,و كتب كثيره جدا مش حاجه واحده نحصر نفسنا فيها
469,1118.059,1119.729,مضبوط كلامك جدا
470,1121.029,1137.669,اي و لان التعليم زي ما قلت مخليني قادره اني انا اكون شخصيه راقيه جدا في العامل مع اي ثقافه بلد اخري و بالعكس كمان انا اللي بتعليمي بعكس الثقافه بلدي علي اي بلد تانيه انا بروح لها
471,1178.988,1188.399,اه ربنا يخليك يا رب و فعلا بنتمني نكون قدرنا نوصل المعلومه للناس بشكل جميل و انه اه ما يستغنوش عن التعليم ابدا في حياتهم
472,1191.92,7.989,مع السلامه السلام عليكم اه حابين نتكلم معاكم في موضوع مهم جدا
473,8.449,13.72,اه بس في الاول خلينا نرحب بضيفتنا الجميله جدا اهلا بيك نورتينا
474,19.969,36.4,اه احنا حابين نتكلم معاك النهار ده عن موضوع هو في غايه الاهميه هو ممكن يكون ظهر و كلنا عارفينه من فتره اه كبيره و لكن في الفتره الاخيره ظهر بشكل واسع و بشكل اكبر و هو التعليم عن بعد
475,36.919,44.439,حابين نسالك الاول عن الدراسه و اهميتها في المجتمع ياريت تخبرينا اكثر او نتكلم اكثر عن النقطه دي
476,65.059,68.44,اه تمام جدا انا هسيب لك المساحه انك تتكلمي براحتك
477,97.699,104.559,كويس جدا طيب خليني اسالك اول سؤال هل الدراسه بتهدف الي التعرف الي عالم جديد
478,127.339,129.399,بت في ثقافات
479,131.75,133.029,طيب كويس اوي
480,133.49,145.0,طيب اه مم ايه رايك نسال سؤال تاني و هو ممكن يكون هل يمكن للدراسه تطوير المهارات الحياتيه عن طريق تطبيقها خارج حدود المدرسه او الجامعه مثلا
481,165.83,167.5,اه جميل جدا انا معاك
482,170.809,171.369,اه ك
483,185.509,195.429,اه طيب احنا ممكن نتكلم عن اهميه الدراسه للاطفال اه انه هل بيوفر التعليم للاطفال فرصه للتعلم من مهاراتهم و اللا لا
484,230.36,241.839,طيب متي يجب علي الاسره و المدرسه اه مم او مثلا خليني اسالك بشكل ثاني الاسره بتشكل دور في ايه كبير و ايجابي جدا في تعلم الطالب
485,242.33,244.479,ممكن نتكلم اكتر عن النقطه دي
486,284.42,292.72,تمام خلينا ننتقل او ننتئل في في حديثنا مع بعض اه عن العلوم الحياتيه
487,293.809,305.229,اه خلينا نتكلم عن اهميه دراستها و ما هو المصطلح اه العلوم الحياتيه يعني عايزين نعرف بطريقه مبسطه و سهله اكثر ايه التعريف او المصطلح ده اول
488,305.688,306.969,تفضلي انا سمعاك
489,340.128,344.649,طيب كويس جدا طيب كلميني اكترعن الاهميه بقي للعلوم الحياتيه
490,377.06,379.899,حلوه جدا دكتوره طيب اه
491,380.359,396.969,حابيين نتكلم برضه معاك اكتر اه عن فوائد التعلم الذاتي وانه هو بيبقي مفيد وبيعززثقه الانسان بنفسه اه واللا لاء ف ياريت نتكلم في تحديدا في النقطه ديه ب بالتفصيل اكتر اقصد
492,433.82,439.029,طيب امم خلينا ندخل في الموضوع اللي زي ما قلتلك ان هو
493,439.639,448.63,ظهر لنا بشكل كبير جدا واثر فينا بشكل ملحوظ جدا في الفتره الاخيره واه هو التعليم عن بعد
494,449.749,455.979,خاصه انه زي ما قلنا بفتره كورونا والحجر الصحي اه الموضوع دا بالذات ادي الي ان
495,456.49,465.308,خلاص احنا ما بقيناش انه احنا نقدر نتعلم التعليم العادي اللي احنا متعودين عليه ولكن اصبح في وسيله جديده دخلت لنا وهي التعليم عن بعد
496,476.389,477.669,علي فكره للاسف
497,492.169,493.27,ان يتعلم عن
498,502.249,513.969,طيب كويس جدا اه طيب ممكن تكلميني اكتر عن وسائل التعليم عن بعد وايه هي الوسائل المستخدمه في نظام التعليم عن بعد دوت اللي ظهرلنا بشكل جديد
499,558.648,567.069,طيب اكيد اي حاجه جديده بتظهر في حياتنا او بتظهر عموما بكل ليها مميزاتها ذات وفي نفس الوقت بيكون له عيوب
500,568.098,576.4,فحابين نتكلم معاكي اكتر عن مميزات الموضوع دوت و اه بعد كدا نتكلم ن العيوب
501,578.928,589.24,ف اه يعني عايزين تبس حضرتك تبسطلنا الموضوع بشكل بسيط وسهل علي شان في ناس كتيره جدا اه
